model_name,file_path,strategy,declared_unique_key,matched_condition,incremental_predicates,not_matched_by_source_action,merge_exclude_columns,on_schema_change,full_refresh_config,servingdb_sync,parent_models,source_relations,documented_grain,authoritative_watermark_expr,lookback,delete_mode,validation_category,evidence_status,notes
scheduling_capacity,models/facts/scheduling_capacity.sql,merge,appointment_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_provider_capacity;clinics,,appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=296669, null_pk=0, dup=0"
scheduling_ma_staffing_v3,models/healthcare/scheduling/scheduling_ma_staffing_v3.sql,merge,provider_id;clinic_name;appointment_date,,,,,append_new_columns,False,,,,provider_id + clinic_name + appointment_date,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=12585, null_pk=0, dup=0"
scheduling_provider_archetypes_v3,models/healthcare/scheduling/scheduling_provider_archetypes_v3.sql,merge,provider_id;clinic_name;appointment_date;schedule_cluster,,,,,append_new_columns,False,,,,provider_id + clinic_name + appointment_date + schedule_cluster,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=50186, null_pk=0, dup=0"
scheduling_provider_daily_capacity_v3,models/healthcare/scheduling/scheduling_provider_daily_capacity_v3.sql,merge,provider_id;clinic_name;day_of_week;capacity_source,,,,,append_new_columns,False,,,,provider_id + clinic_name + day_of_week + capacity_source,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=536, null_pk=0, dup=0"
sync_mdm_appointment_type,models/mdm/sync_mdm_appointment_type.sql,merge,appointment_type_id,t.last_updated_at < s.last_updated_at,,,AWV_Visit;Patient_Visit;Telehealth_Visit;Behavioral_Health_Visit;Ancillary_Visit;Initial_Visit;Routine_Visit;Non_Provider;review_status,ignore,False,,appointmenttype;appointment,,appointment_type_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=68, null_pk=0, dup=0"
sync_mdm_insurance,models/mdm/sync_mdm_insurance.sql,merge,insurance_package_id,t.last_updated_at < s.last_updated_at,,,experian_payer_code;experian_payer_name;review_status,ignore,False,,v_insurance_sync,,insurance_package_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=411, null_pk=0, dup=0"
sync_mdm_patient,models/mdm/sync_mdm_patient.sql,merge,patient_id,t.last_updated_at < s.last_updated_at,,,days_since_last_completed_visit;last_completed_visit_date;computed_status;status_reason,ignore,False,,v_patient_sync,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18895, null_pk=0, dup=0"
sync_mdm_provider,models/mdm/sync_mdm_provider.sql,merge,provider_id,t.last_updated_at < s.last_updated_at,,,salesforce_contact_id;Physician;Mid_Level;Ancillary_Staff;Non_Provider;Alias;BH_Provider;force_bonus_eligible;MIDI_Provider_Names;scorecard_eligible;bonus_eligible;bonus_eligible_start_date;bonus_eligible_end_date;dashboard_location_override;is_float_provider,append_new_columns,False,,v_provider_sync;int_provider_trinet_crosswalk;ref_provider_employment_overrides;ref_provider_eligibility,,provider_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=97, null_pk=0, dup=0"
sync_mdm_staff,models/mdm/sync_mdm_staff.sql,merge,staff_email,t.last_updated_at < s.last_updated_at,,,,append_new_columns,False,,v_staff_sync,,staff_email,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=218, null_pk=0, dup=0"
tcm_visit,models/healthcare/tcm/tcm_visit.sql,merge,patient_id;encounter_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,patients;clinicalencounter;account;patient;case;user;appointment;appointmenttype;department;location,,patient_id + encounter_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2430, null_pk=0, dup=0"
toc_reporting,models/facts/toc_reporting.sql,merge,clinical_discharge_id;followup_number,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,tcm_visit;patient_identity;case;user,,clinical_discharge_id + followup_number,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2569, null_pk=0, dup=0"
transitional_care,models/facts/transitional_care.sql,merge,case_number,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,patient_identity;vw_tcm_dashboard,,case_number,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2063, null_pk=0, dup=0"
v_athena_ccda_referrals,models/healthcare/athena/v_athena_ccda_referrals.sql,merge,DOCUMENTID,"coalesce(t.LASTUPDATED, timestamp '1900-01-01') < s.LASTUPDATED",,,,append_new_columns,False,,document;interfacemessage;interfacemessageparam,,DOCUMENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=4015, null_pk=0, dup=0"
v_athena_documents_for_ai_processing,models/healthcare/athena/v_athena_documents_for_ai_processing.sql,merge,DOCUMENTID,"coalesce(t.LASTUPDATED, timestamp '1900-01-01') < s.LASTUPDATED",,,,append_new_columns,False,,document,,DOCUMENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=19511, null_pk=0, dup=0"
v_athena_midi_health_documents,models/healthcare/athena/v_athena_midi_health_documents.sql,merge,DOCUMENTID,"coalesce(t.LASTUPDATED, timestamp '1900-01-01') < s.LASTUPDATED",,,,append_new_columns,False,,document;interfacemessageparam,,DOCUMENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2082, null_pk=0, dup=0"
v_bh_slot_utilization,models/healthcare/behavioral_health/v_bh_slot_utilization.sql,merge,appointmentdate;appointmentstarttime;departmentid;providerid,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,appointment_type;appointment;location;provider,,appointmentdate + appointmentstarttime + departmentid + providerid,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3332, null_pk=0, dup=0"
v_bhpatientpanel,models/healthcare/behavioral_health/v_bhpatientpanel.sql,merge,MRN,,,,,append_new_columns,False,,providers;int_patient_status_computed;appointments;patients;appointment;appointment_type;provider;cmprogrampatientstatevt;referralauthorization;patientinsurance;patient;chartquestionnaire;chart;cmcareplan;cmcareevent;customdemographics;patient;location,,MRN,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=520, null_pk=0, dup=0"
v_preop_tcm_patients,models/healthcare/tcm/v_preop_tcm_patients.sql,merge,patient_id;appointment_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,tcm_visit;appointment;appointmenttype,,patient_id + appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=134, null_pk=0, dup=0"
vw_athena_account_insurance_sync,models/healthcare/athena/vw_athena_account_insurance_sync.sql,merge,patientid,,,,,,False,,patientinsurance;insurancepackage;insuranceproducttype;governmentfundedtype;insurancereportingcategory;insurance;chroniccaremanagement;chroniccarestatus;patient,,patientid,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=19126, null_pk=0, dup=0"
vw_attribution_operations,models/healthcare/empi/vw_attribution_operations.sql,merge,PATIENT_ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,attribution_operations,,PATIENT_ID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=10741, null_pk=0, dup=0"
vw_attribution_unified,models/healthcare/vw_attribution_unified.sql,merge,account_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,base_salesforce__attribution;vw_appointmentview_patient_visits;clinics;int_provider_by_contact;int_patient_status_computed;base_salesforce__appointment;stg_mdm__provider;patients;account;patient,,account_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=20433, null_pk=0, dup=0"
vw_attribution_with_filters,models/healthcare/empi/vw_attribution_with_filters.sql,merge,Id,t.LastModifiedDate < s.LastModifiedDate,,,,append_new_columns,False,,patients;base_salesforce__attribution;int_provider_by_contact;account,,Id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=21392, null_pk=0, dup=0"
vw_awv_appointment_type_qa,models/healthcare/awv/vw_awv_appointment_type_qa.sql,merge,appointment_type;status_category,,,,,,False,,base_salesforce__appointment;patients;patient;patient;location;account,,appointment_type + status_category,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=6, null_pk=0, dup=0"
vw_awv_appointments_with_cases,models/healthcare/awv/vw_awv_appointments_with_cases.sql,merge,PATIENTID,,,,,,False,,vw_appointmentview_patient_visits;vw_cases_with_filters;provider,,PATIENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=11403, null_pk=0, dup=0"
vw_awv_billing_by_payor,models/healthcare/awv/vw_awv_billing_by_payor.sql,merge,Payor,,,,,,False,,base_salesforce__appointment;patients;patient;patient;location;account;appointment;appointment_type;transaction,,Payor,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3, null_pk=0, dup=0"
vw_awv_by_department,models/healthcare/awv/vw_awv_by_department.sql,merge,departmentname;Attribution;Provider,,,,,,False,,patients;int_provider_by_contact;patient;patient;location;appointment;account;appointment_type,,departmentname + Attribution + Provider,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=313, null_pk=0, dup=0"
vw_awv_patient_details,models/healthcare/awv/vw_awv_patient_details.sql,merge,Patient_ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,base_salesforce__appointment;patients;int_provider_by_contact;patient;patient;location;account;appointment;appointment_type;transaction;contact,,Patient_ID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=9279, null_pk=0, dup=0"
vw_awv_population_breakdown,models/healthcare/awv/vw_awv_population_breakdown.sql,merge,Id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,base_salesforce__appointment;patients;patient;patient;location;account,,Id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=9279, null_pk=0, dup=0"
vw_cases_with_filters,models/healthcare/scheduling/vw_cases_with_filters.sql,merge,Id,t.SystemModstamp < s.SystemModstamp,,,,append_new_columns,False,,patients;int_provider_by_contact;account;case,,Id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=5249, null_pk=0, dup=0"
vw_ai_outreach_call_analysis,models/healthcare/ai_outreach/vw_ai_outreach_call_analysis.sql,merge,ai_outreach_call_api_id,t.call_started_at < s.call_started_at,,,,append_new_columns,False,,ai_outreach_webhooks,,ai_outreach_call_api_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3620, null_pk=0, dup=0"
vw_ai_outreach_no_next_candidates,models/healthcare/ai_outreach/vw_ai_outreach_no_next_candidates.sql,merge,account_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,patients;providers;case;ai_outreach_outreach_log;account,,account_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=635, null_pk=0, dup=0"
vw_ai_outreach_outreach,models/healthcare/ai_outreach/vw_ai_outreach_outreach.sql,merge,outreach_id,,,,,,False,,patients;vw_ai_outreach_call_analysis;stg_salesforce__appointment;ai_outreach_outreach_log;account;patient_identity,,outreach_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=3501, null_pk=0, dup=0"
vw_dm_scheduling_patient_visits,models/healthcare/scheduling/vw_dm_scheduling_patient_visits.sql,merge,APPOINTMENT_ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,delete,,append_new_columns,False,,stg_scheduling__slots;appointment_type,,APPOINTMENT_ID,,,merge_not_matched_by_source,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=397591, null_pk=0, dup=0"
vw_experian_eligibility_response,models/experian/vw_experian_eligibility_response.sql,merge,patient_id;patient_insurance_id,t.response_date < s.response_date,,,,append_new_columns,False,,experian_eligibility_response_raw,,patient_id + patient_insurance_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=7753, null_pk=0, dup=0"
vw_hcc_assessment,models/healthcare/raf/capture/gold/vw_hcc_assessment.sql,merge,patient_id;visit_id;icd10_code,t.last_synced_at < s.last_synced_at,,,,append_new_columns,False,,stg_athena__patientproblem;int_raf__eligibility_segment;cms_hcc_v28__all_coefficients;int_navina_provider_code_level;clinicalencounter;clinicalencounterdiagnosis;clinicalencounterdxicd10;icdcodeall;claim;patient,,patient_id + visit_id + icd10_code,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=29500, null_pk=0, dup=0"
vw_hcc_coder_contribution,models/healthcare/raf/capture/gold/vw_hcc_coder_contribution.sql,merge,visit_id;coder_name,t.scrub_date < s.scrub_date,,,,append_new_columns,False,,int_navina_coder_visit_level;int_navina_coder_code_level;patient,,visit_id + coder_name,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=17856, null_pk=0, dup=0"
vw_hcc_provider_contribution,models/healthcare/raf/capture/gold/vw_hcc_provider_contribution.sql,merge,npi_id;encounter_date;visit_id,t.last_synced_at < s.last_synced_at,,,,append_new_columns,False,,int_navina_provider_visit_level;int_navina_provider_code_level;patient,,npi_id + encounter_date + visit_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=16803, null_pk=0, dup=0"
vw_heartwise_candidates,models/healthcare/athena/vw_heartwise_candidates.sql,merge,patientid,t.view_generated_at < s.view_generated_at,,,,append_new_columns,False,,int_patient_status_computed;patient;patient;clinicalencounter;clinicalencounterdxicd10;icdcodeall;customdemographics,,patientid,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=392, null_pk=0, dup=0"
vw_historical_attribution,models/healthcare/empi/vw_historical_attribution.sql,merge,identity_id;as_of_month;payor,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at or t.match_status is distinct from s.match_status",,,,append_new_columns,False,,int_empi__payor_identity_spine;raw_payor_alpha_members;empi_payor_matches;raw_uhc_members;raw_uhc_herself_attribution_panel;raw_mssp_roster;raw_payor_gamma_roster;raw_payor_delta_care_gaps;raw_aha_roster,,identity_id + as_of_month + payor,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=44151, null_pk=0, dup=0"
vw_mc_membership_enrollment,models/healthcare/membership/vw_mc_membership_enrollment.sql,merge,SubscriberKey,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_membership_patients,,SubscriberKey,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=1345, null_pk=0, dup=0"
vw_mddo_physician_appointments_with_cases,models/healthcare/mddo/vw_mddo_physician_appointments_with_cases.sql,merge,PATIENTID,,,,,,False,,vw_appointmentview_patient_visits;vw_cases_with_filters;int_provider_by_contact;provider;account,,PATIENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=622, null_pk=0, dup=0"
vw_membership_appointments,models/healthcare/membership/vw_membership_appointments.sql,merge,appointment_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_membership_patients;base_salesforce__appointment;contact,,appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=21881, null_pk=0, dup=0"
vw_membership_patients,models/healthcare/membership/vw_membership_patients.sql,merge,account_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,int_patient_status_computed;base_salesforce__appointment;int_membership_authority;providers;patientinsurance;insurancepackage;insurance;patient;patient;lead;account;contact;user,,account_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18410, null_pk=0, dup=0"
vw_midi_appointments,models/healthcare/athena/vw_midi_appointments.sql,merge,appointment_id,t.last_modified_datetime < s.last_modified_datetime OR NOT (t.intake_status <=> s.intake_status) OR NOT (t.consent_status <=> s.consent_status) OR NOT (t.cpt_code <=> s.cpt_code),,,,append_new_columns,False,,intake_roster;appointment;patient;appointmenttype;provider;activityfact,,appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=1769, null_pk=0, dup=0"
vw_monthly_leakage_cohort,models/healthcare/retention/vw_monthly_leakage_cohort.sql,merge,cohort_month_start,,,,,append_new_columns,False,,vw_operating_review_appointments,,cohort_month_start,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=26, null_pk=0, dup=0"
vw_no_next_validation,models/healthcare/vw_no_next_validation.sql,merge,account_id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,appointments;patients;int_provider_by_contact;account;case,,account_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=9997, null_pk=0, dup=0"
vw_npv_patient_recovery,models/healthcare/scheduling/vw_npv_patient_recovery.sql,merge,APPOINTMENTVIEWID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,appointmentview,,APPOINTMENTVIEWID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=7687, null_pk=0, dup=0"
vw_operating_review_appointments,models/healthcare/scheduling/vw_operating_review_appointments.sql,merge,appointment_id,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,appointment;provider;appointmentview;patientinsurance;insurancepackage;insurance;claim;eligibilitytrack;appointment_type;department;provider;appointmenttype,,appointment_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=168116, null_pk=0, dup=0"
vw_operating_review_patients,models/healthcare/scheduling/vw_operating_review_patients.sql,merge,patient_id,t.source_updated_at < s.source_updated_at OR (t.has_next_visit IS DISTINCT FROM s.has_next_visit) OR (t.next_visit_date IS DISTINCT FROM s.next_visit_date) OR (t.is_no_next IS DISTINCT FROM s.is_no_next),,,,append_new_columns,False,,int_patient_status_computed;appointments;insurance_plans;patients;stg_bonus__insurance_classification;patient;patient;department;patientinsurance;customdemographics;appointment;appointment_type;provider,,patient_id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=18730, null_pk=0, dup=0"
vw_original_medicare_actionable,models/healthcare/empi/vw_original_medicare_actionable.sql,merge,Patient_ID,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,patients;base_salesforce__appointment;int_attribution_global;contact,,Patient_ID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2524, null_pk=0, dup=0"
vw_physician_appointments,models/healthcare/athena/vw_physician_appointments.sql,merge,APPOINTMENTID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,int_primary_insurance;appointment;patient;provider;provider;appointment_type;patientinsurance;insurancepackage;insurance,,APPOINTMENTID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=22669, null_pk=0, dup=0"
vw_physician_capacity,models/healthcare/scheduling/vw_physician_capacity.sql,merge,APPOINTMENT_ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,delete,,append_new_columns,False,,stg_scheduling__slots;providers;appointment_types,,APPOINTMENT_ID,,,merge_not_matched_by_source,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=57604, null_pk=0, dup=0"
vw_provider_capacity,models/healthcare/scheduling/vw_provider_capacity.sql,merge,APPOINTMENT_ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,delete,,append_new_columns,False,,stg_scheduling__slots;providers;appointment_types,,APPOINTMENT_ID,,,merge_not_matched_by_source,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=296669, null_pk=0, dup=0"
vw_provider_departure_tracker,models/healthcare/vw_provider_departure_tracker.sql,merge,provider,,,,,append_new_columns,False,,contact;case;account,,provider,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=4, null_pk=0, dup=0"
vw_provider_nps_salesforce,models/healthcare/nps/vw_provider_nps_salesforce.sql,merge,ID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,,False,,base_salesforce__appointment;account;contact,,ID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=8954, null_pk=0, dup=0"
vw_referral_management,models/healthcare/athena/vw_referral_management.sql,merge,documentid,t.lastupdated < s.lastupdated,,,,append_new_columns,False,,int_patient_status_computed;document;patient;patient;clinicalencounter;appointment;clinicalprovider,,documentid,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=98676, null_pk=0, dup=0"
vw_scheduling_cases_qa,models/healthcare/scheduling/vw_scheduling_cases_qa.sql,merge,Id,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,base_salesforce__attribution;case,,Id,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=5256, null_pk=0, dup=0"
vw_tcm_dashboard,models/healthcare/tcm/vw_tcm_dashboard.sql,merge,patient_id;case_number,t.source_updated_at < s.source_updated_at,,,,append_new_columns,False,,tcm_visit,,patient_id + case_number,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=2072, null_pk=0, dup=0"
vw_tcm_dashboard_daily,models/healthcare/tcm/vw_tcm_dashboard_daily.sql,merge,discharge_date,,,,,,False,,vw_tcm_dashboard,,discharge_date,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=646, null_pk=0, dup=0"
vw_visit_type_cancellation_outcome,models/healthcare/retention/vw_visit_type_cancellation_outcome.sql,merge,cohort_month_start;visit_type_class,,,,,append_new_columns,False,,vw_operating_review_appointments;appointment_type,,cohort_month_start + visit_type_class,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=130, null_pk=0, dup=0"
vw_wbr_physician_visits_completed,models/healthcare/wbr/vw_wbr_physician_visits_completed.sql,merge,APPOINTMENTVIEWID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_appointmentview_patient_visits;patients;provider,,APPOINTMENTVIEWID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=13637, null_pk=0, dup=0"
vw_wbr_physician_visits_scheduled,models/healthcare/wbr/vw_wbr_physician_visits_scheduled.sql,merge,APPOINTMENTVIEWID,"coalesce(t.source_updated_at, timestamp '1900-01-01') < s.source_updated_at",,,,append_new_columns,False,,vw_appointmentview_patient_visits;patients;provider,,APPOINTMENTVIEWID,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=13637, null_pk=0, dup=0"
wellness_visits,models/facts/wellness_visits.sql,merge,report_date;attribution_payor;clinic_name;provider_name,t.report_date < s.report_date,,,,append_new_columns,False,,vw_awv_metrics,,report_date + attribution_payor + clinic_name + provider_name,,,none_or_unvalidated,pk_integrity_pass,pk_validated,"prod PK integrity OK: rows=28532, null_pk=0, dup=0"
fct_raf__monthly_snapshots,models/healthcare/raf/score/facts/fct_raf__monthly_snapshots.sql,merge,patient_id;payment_year;year_month,t.raw_raf_score is distinct from s.raw_raf_score or t.payment_raf_score is distinct from s.payment_raf_score or t.disease_factor is distinct from s.disease_factor or t.interaction_factor is distinct from s.interaction_factor or t.count_factor is distinct from s.count_factor or t.demographic_factor is distinct from s.demographic_factor or t.distinct_hcc_count is distinct from s.distinct_hcc_count or t.is_active is distinct from s.is_active or t.eligibility_segment is distinct from s.eligibility_segment or t.is_year_locked is distinct from s.is_year_locked or t.lock_type is distinct from s.lock_type,,,,append_new_columns,False,,int_raf__scored_hccs;dim_raf__attribution;ref_raf__data_collection_periods;int_raf__demographic_factors,,patient_id + payment_year + year_month,,,none_or_unvalidated,pk_integrity_pass,registry_backfill,Added to satisfy test_incremental_contract_coverage after model became incremental (PREFECT-6M).
int_patient_dx_universe,models/healthcare/scheduling/int_patient_dx_universe.sql,merge,patient_id;dx,,,,,append_new_columns,False,,int_patient_chart_crosswalk,athenahealth.athenaone.claimdiagnosis;athenahealth.athenaone.claim;athenahealth.athenaone.patientproblem,patient_id + dx,,3d patient delete+rebuild via pre_hook,pre_hook_patient_scoped_delete,pk_integrity_pass,registry_backfill,Added to satisfy test_incremental_contract_coverage; strategy is merge (delete+insert invalid on Databricks). PREFECT-6M.
mart_hcc_grouped,models/marts_bi_v3/mart_hcc_grouped.sql,merge,mart_hcc_grouped_id,,,,,append_new_columns,False,,int_raf__combined_sources;int_navina__hcc_assessment_grouped;int_claim_closed;vw_hcc_assessment;mart_membership,,mart_hcc_grouped_id,,,none_or_unvalidated,pk_integrity_pass,registry_backfill,Added to satisfy test_incremental_contract_coverage after HCC grouped mart promotion (alert remediation 2026-07-24).
mart_hcc_rolled,models/marts_bi_v3/mart_hcc_rolled.sql,merge,mart_hcc_rolled_id,,,,,append_new_columns,False,,int_navina__hcc_assessment_icd_rolled;int_raf__combined_sources;mart_hcc_grouped;int_claim_closed;dim_icd_categorization,,mart_hcc_rolled_id,,,none_or_unvalidated,pk_integrity_pass,registry_backfill,Added to satisfy test_incremental_contract_coverage after HCC rolled mart promotion (alert remediation 2026-07-24).
