name,source_mart,date_column,agg,sum_column,rate_num,rate_denom,rate_scale,label,description
avg_nps_rating,marts_bi_v3.mart_provider_bonus_detail,event_date,avg,nps_rating,,,100,Avg NPS Rating,Average raw NPS rating (0-10) across bonus-detail event rows.
met_count,marts_bi_v3.mart_provider_bonus_detail,event_date,sum,met_int,,,100,Met Count,Bonus-detail events that met the qualifying criteria for bonus credit.
met_rate,marts_bi_v3.mart_provider_bonus_detail,event_date,rate,,met_int,rate_eligible_int,100,Met %,Percentage of rate-eligible bonus events that met the qualifying criteria. Hierarchy-excluded HCC rows stay in the dataset for reference but are excluded from numerator and denominator.
not_met_count,marts_bi_v3.mart_provider_bonus_detail,event_date,sum,not_met_int,,,100,Not Met Count,Bonus-detail events that did not meet the qualifying criteria.
unique_patients,marts_bi_v3.mart_provider_bonus_detail,event_date,count_distinct,patient_id,,,100,Unique Patients,Distinct patients included in the bonus detail population for the selected period.
nps_pooled_score,marts_bi_v3.mart_provider_bonus_detail,event_date,rate,,nps_delta_int,rate_eligible_int,100,Bonus NPS (Pooled 1-5),Pooled provider-bonus NPS: (promoters - detractors) / responses x 100 over bonus-detail NPS rows (1-5 survey instrument). Filter metric_type = NPS.
inactive_post_departure,marts_bi_v3.mart_provider_departure_tracker,,sum,inactive_post_departure,,,100,Inactive Post-Departure,Patients from the departed provider's original panel whose computed status flipped to Inactive after the provider's last day.
needs_reschedule,marts_bi_v3.mart_provider_departure_tracker,,sum,needs_reschedule,,,100,Needs Reschedule,Patients from the departed provider's panel with a future appointment with the departed provider that needs to be rescheduled to another provider.
no_visit,marts_bi_v3.mart_provider_departure_tracker,,sum,no_visit,,,100,No Visit,Patients with no completed visit since the departed provider's last day.
original_panel,marts_bi_v3.mart_provider_departure_tracker,,sum,original_panel,,,100,Original Panel,Total patients attributed to the departed provider at time of departure.
provider_count,marts_bi_v3.mart_provider_departure_tracker,,count,,,,100,Provider Count,Distinct departed providers tracked in the mart for the selected period.
reassigned,marts_bi_v3.mart_provider_departure_tracker,,sum,reassigned,,,100,Reassigned,Patients formally reassigned to a new provider in Salesforce post-departure.
seen_by_new_provider,marts_bi_v3.mart_provider_departure_tracker,,sum,seen_by_new_provider,,,100,Seen by New Provider,Reassigned patients who completed a visit with their new provider.
still_on_panel,marts_bi_v3.mart_provider_departure_tracker,,sum,still_on_panel,,,100,Still on Panel,Patients still attributed to the departed provider in the source system despite the provider's departure (data hygiene flag).
scheduling_avg_capacity_confidence,marts_bi_v3.mart_scheduling_daily_capacity,,avg,capacity_confidence,,,100,Avg Capacity Confidence,Average ML capacity confidence score (0–1) across all provider-clinic-day templates.
scheduling_avg_schedule_consistency,marts_bi_v3.mart_scheduling_daily_capacity,,avg,schedule_consistency,,,100,Avg Schedule Consistency,Average ML schedule consistency score (0–1) measuring how regularly providers follow weekly patterns.
scheduling_capacity_providers,marts_bi_v3.mart_scheduling_daily_capacity,,count_distinct,provider_id,,,100,Providers w/ Capacity,Distinct providers with at least one ML-inferred daily capacity template row.
scheduling_capacity_rows,marts_bi_v3.mart_scheduling_daily_capacity,,count,,,,100,Capacity Rows,Total ML capacity template rows in the mart (provider-clinic-day-source grain).
scheduling_total_awv_slots,marts_bi_v3.mart_scheduling_daily_capacity,,sum,inferred_awv_slots,,,100,Total AWV Slots,Sum of ML-inferred AWV slots across all provider-clinic-day templates.
scheduling_total_daily_slots,marts_bi_v3.mart_scheduling_daily_capacity,,sum,inferred_daily_slots,,,100,Total Daily Slots,Sum of ML-inferred total schedulable slots across all provider-clinic-day templates.
scheduling_total_iv_slots,marts_bi_v3.mart_scheduling_daily_capacity,,sum,inferred_iv_slots,,,100,Total IV Slots,Sum of ML-inferred Initial Visit slots across all provider-clinic-day templates.
scheduling_total_routine_slots,marts_bi_v3.mart_scheduling_daily_capacity,,sum,inferred_routine_slots,,,100,Total Routine Slots,Sum of ML-inferred routine (established patient) slots across all provider-clinic-day templates.
scheduling_ma_avg_peak_concurrent,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,avg,peak_concurrent,,,100,Avg Peak Concurrent,Average ML-inferred peak concurrent appointment load per provider-clinic-day.
scheduling_ma_over_budget_days,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,count_distinct,over_budget_pid,,,100,Days Exceeding MA Max,Distinct provider-clinic-days where ML-inferred MA demand exceeds the staffing budget.
scheduling_ma_provider_days,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,count,,,,100,Provider-Days,Total provider-clinic-day rows in the ML MA staffing mart.
scheduling_ma_required_hours,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,sum,ma_required_hours,,,100,Total MA Required Hours,Sum of ML-inferred MA-required hours needed to cover all provider-clinic-days.
scheduling_ma_total_minutes,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,sum,total_ma_minutes,,,100,Total MA Minutes,Sum of ML-inferred total minutes requiring MA support across all provider-clinic-days.
scheduling_ma_total_scheduled_hours,marts_bi_v3.mart_scheduling_ma_staffing,appointment_date,sum,scheduled_hours,,,100,Total Scheduled Hours,Sum of scheduled provider hours across all provider-clinic-days.
scheduling_archetype_avg_confidence,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,avg,cluster_confidence,,,100,Avg Cluster Confidence,Average K-means cluster confidence score (0–1) across all archetype assignments.
scheduling_archetype_awv_focused_providers,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,count_distinct,awv_focused_pid,,,100,AWV-Focused Providers,Distinct providers whose K-means archetype is awv_focused (high AWV slot share).
scheduling_archetype_awv_slots,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,sum,awv_slots,,,100,AWV Slots,Sum of AWV appointment slots across all K-means archetype assignment rows.
scheduling_archetype_completed_slots,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,sum,completed_slots,,,100,Completed Slots,Sum of completed appointment slots across all K-means archetype assignment rows.
scheduling_archetype_extended_visit_providers,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,count_distinct,extended_visit_pid,,,100,Extended-Visit Providers,Distinct providers whose K-means archetype is extended_visit (longer avg appointment duration).
scheduling_archetype_light_schedule_providers,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,count_distinct,light_schedule_pid,,,100,Light-Schedule Providers,Distinct providers whose K-means archetype is light_schedule (lower total daily slot count).
scheduling_archetype_providers,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,count_distinct,provider_id,,,100,Providers w/ Archetype,Distinct providers with at least one K-means scheduling archetype assignment.
scheduling_archetype_rows,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,count,,,,100,Archetype Rows,Total K-means archetype assignment rows (provider-clinic-day-cluster grain).
scheduling_archetype_telehealth_slots,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,sum,telehealth_slots,,,100,Telehealth Slots,Sum of telehealth appointment slots across all K-means archetype assignment rows.
scheduling_archetype_total_slots,marts_bi_v3.mart_scheduling_provider_archetypes,appointment_date,sum,total_slots,,,100,Total Slots,Sum of total appointment slots across all K-means archetype assignment rows.
admitted_not_discharged,marts_bi_v3.mart_tcm_visit,discharge_date,sum,admitted_not_disch_int,,,100,Admitted Not Discharged,Hospital admissions with no discharge date yet recorded (still inpatient).
avg_days_to_toc,marts_bi_v3.mart_tcm_visit,discharge_date,avg,days_to_toc,,,100,Avg Days to TOC,Average days from hospital discharge to completed transition-of-care appointment.
avg_length_of_stay,marts_bi_v3.mart_tcm_visit,discharge_date,avg,length_of_stay,,,100,Avg LOS,
call_within_2d_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,call_2d_int,,,100,Call w/in 2d,
call_within_2d_pct,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,call_2d_int,valid_int,100,Call w/in 2d %,Percentage of valid discharges where the care team RN called the patient within 2 business days.
delayed_notification_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,delayed_notif_int,,,100,Delayed Notification,Discharges where the ADT notification arrived more than 24 hours after the discharge event.
discharge_date_overrides,marts_bi_v3.mart_tcm_visit,discharge_date,sum,disch_override_int,,,100,Discharge Date Overrides,Discharges where the discharge date was manually corrected from the ADT feed value.
excluded_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,excluded_int,,,100,Excluded Count,Total encounters excluded from the valid TCM denominator for any exclusion reason.
excluded_duplicate,marts_bi_v3.mart_tcm_visit,discharge_date,sum,excl_dup_int,,,100,Excluded: Duplicate,Encounters excluded because a duplicate ADT case already existed for this hospitalization.
excluded_error_adt,marts_bi_v3.mart_tcm_visit,discharge_date,sum,excl_error_adt_int,,,100,Excluded: Error ADT,Encounters excluded due to an erroneous or test ADT feed record.
excluded_no_tcm_case,marts_bi_v3.mart_tcm_visit,discharge_date,sum,excl_no_case_int,,,100,Excluded: No Case,Encounters excluded because no initial TCM Salesforce case was created for the discharge.
excluded_test_patient,marts_bi_v3.mart_tcm_visit,discharge_date,sum,excl_test_int,,,100,Excluded: Test Patient,Encounters excluded because the patient is flagged as a test or training record.
high_utilizer_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,high_util_int,,,100,High Utilizers,Valid discharges for patients classified as high hospital utilizers (3+ admissions in 12 months).
readmission_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,readmission_int,,,100,Readmissions,Valid discharges identified as hospital readmissions within 30 days of a prior discharge.
toc_14d_rate,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,toc_comp_14_int,valid_int,100,TOC 14-day %,Percentage of valid discharges with a transition-of-care appointment completed within 14 days.
toc_30d_rate,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,toc_comp_30_int,valid_int,100,TOC 30-day %,Percentage of valid discharges with a transition-of-care appointment completed within 30 days.
toc_7d_rate,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,toc_comp_7_int,valid_int,100,TOC 7-day %,Percentage of valid discharges with a transition-of-care appointment completed within 7 days.
toc_completed_14d_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_comp_14_int,,,100,TOC Completed 14d,Valid discharges where the transition-of-care appointment was completed within 14 days.
toc_completed_14d_pct,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,toc_comp_14_int,valid_int,100,TOC Completed 14d %,Percentage of valid discharges with a TOC appointment completed within 14 days of discharge.
toc_completed_7d_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_comp_7_int,,,100,TOC Completed 7d,Valid discharges where the transition-of-care appointment was completed within 7 days.
toc_completed_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_completed_int,,,100,TOC Completed,
toc_completion_pct,marts_bi_v3.mart_tcm_visit,discharge_date,rate,,toc_completed_int,valid_int,100,TOC Completion %,Percentage of valid discharges with any transition-of-care appointment completed (any timeframe).
toc_has_appointment_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_has_appt_int,,,100,TOC Has Appointment,
toc_scheduled_14d_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_sched_14_int,,,100,TOC Scheduled 14d,Valid discharges where a transition-of-care appointment was scheduled within 14 days.
toc_scheduled_7d_count,marts_bi_v3.mart_tcm_visit,discharge_date,sum,toc_sched_7_int,,,100,TOC Scheduled 7d,Valid discharges where a transition-of-care appointment was scheduled within 7 days.
total_records,marts_bi_v3.mart_tcm_visit,discharge_date,count,,,,100,Total Records,Total TCM encounter rows including both valid and excluded records.
valid_discharges,marts_bi_v3.mart_tcm_visit,discharge_date,sum,valid_int,,,100,Valid Discharges,Hospital discharges that meet the valid TCM denominator criteria (not excluded).
paying_billable_members_eom,marts_bi_v3.mart_membership_kpis_monthly,period_start,sum,paying_billable_members_eom,,,1,Paying Members (Billable EOM),Active members with payment_status = Paying Member at month-end (includes Converted).
avg_phq_point_change_sig,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,avg,phq_sig_point_change,,,100,Avg PHQ Point Change,Average baseline-to-latest PHQ-9 point change for patients with baseline PHQ >= 5. Positive values mean scores decreased (improvement). Scoped to the BH treatment episode.
avg_gad_point_change_sig,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,avg,gad_sig_point_change,,,100,Avg GAD Point Change,Average baseline-to-latest GAD-7 point change for patients with baseline GAD >= 5. Positive values mean scores decreased (improvement). Scoped to the BH treatment episode.
pct_phq_sig_remission,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,rate_distinct,,phq_sig_remission_pid,phq_significant_pid,100,PHQ Remission Rate,Share of clinically significant PHQ patients (baseline >= 5) whose latest PHQ-9 is below 5 (remission).
pct_phq_sig_response,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,rate_distinct,,phq_sig_response_pid,phq_significant_pid,100,PHQ Response Rate,Share of clinically significant PHQ patients (baseline >= 5) with at least 50% score reduction from baseline.
pct_gad_sig_remission,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,rate_distinct,,gad_sig_remission_pid,gad_significant_pid,100,GAD Remission Rate,Share of clinically significant GAD patients (baseline >= 5) whose latest GAD-7 is below 5 (remission).
pct_gad_sig_response,marts_bi_v3.mart_behavioral_health,last_bh_visit_date,rate_distinct,,gad_sig_response_pid,gad_significant_pid,100,GAD Response Rate,Share of clinically significant GAD patients (baseline >= 5) with at least 50% score reduction from baseline.
mini_cog_awv_completed_count,marts_bi_v3.mart_awv_mini_cog,appointment_date,count_distinct,awv_completed_aid,,,100,Mini-Cog AWV Completed,Completed AWV appointments — denominator for Mini-Cog completion rate.
mini_cog_scored_count,marts_bi_v3.mart_awv_mini_cog,appointment_date,count_distinct,mini_cog_scored_aid,,,100,Mini-Cog Scored,Completed AWVs with a scored Mini-Cog questionnaire.
mini_cog_completion_rate,marts_bi_v3.mart_awv_mini_cog,appointment_date,rate_distinct,,mini_cog_scored_aid,awv_completed_aid,100,Mini-Cog Completion %,Scored Mini-Cog screenings as a percentage of completed AWV appointments.
mini_cog_positive_screen_rate,marts_bi_v3.mart_awv_mini_cog,appointment_date,rate_distinct,,mini_cog_positive_aid,mini_cog_scored_aid,100,Mini-Cog Positive Screen %,Scored Mini-Cogs with score 0-2 as a percentage of all scored Mini-Cogs.
mini_cog_missing_count,marts_bi_v3.mart_awv_mini_cog,appointment_date,count_distinct,mini_cog_missing_aid,,,100,Mini-Cog Missing,Completed AWV appointments without a Mini-Cog questionnaire on the encounter.
analytics_awv_gap_rate,marts_bi_v3.mart_attribution_detail,,rate_distinct,,awv_gap_aid,awv_eligible_aid,100,AWV Gap %,AWV-eligible patients with no completed or scheduled AWV as a percentage of all AWV-eligible attributed patients.
appointments_total_appointments,marts_bi_v3.mart_appointments,appointment_date,count_distinct,appointment_id,,,100,Total Appointments,Distinct appointments in the canonical appointments mart for the selected period.
appointments_completed_visits,marts_bi_v3.mart_appointments,appointment_date,count_distinct,completed_aid,,,100,Completed Visits,Distinct completed appointments (checked in / checked out / charge entered) in the selected period.
appointments_cancelled_appointments,marts_bi_v3.mart_appointments,appointment_date,count_distinct,cancelled_aid,,,100,Cancelled,Distinct cancelled appointments in the selected period (any cancellation reason).
appointments_no_shows,marts_bi_v3.mart_appointments,appointment_date,count_distinct,noshow_aid,,,100,No-Shows,Distinct no-show appointments — patient did not arrive and was not cancelled in advance.
rescheduled_appointments,marts_bi_v3.mart_appointments,appointment_date,count_distinct,rescheduled_aid,,,100,Rescheduled,Distinct appointments where the original slot was rescheduled to a new slot.
appointments_truly_cancelled_appointments,marts_bi_v3.mart_appointments,appointment_date,count_distinct,truly_cancelled_aid,,,100,Truly Cancelled,Distinct cancelled appointments that were not subsequently rescheduled (true cancellations).
initial_visits,marts_bi_v3.mart_appointments,appointment_date,count_distinct,iv_aid,,,100,Initial Visits,Distinct Initial Visit appointments in the selected period.
awv_visits,marts_bi_v3.mart_appointments,appointment_date,count_distinct,awv_aid,,,100,AWV Visits,Distinct Annual Wellness Visit appointments in the selected period.
appointments_open_slots,marts_bi_v3.mart_appointments,appointment_date,count_distinct,open_slot_aid,,,100,Open Slots,Distinct unfilled scheduling slots in the selected period.
appointments_filled_slots,marts_bi_v3.mart_appointments,appointment_date,count_distinct,filled_slot_aid,,,100,Filled Slots,Distinct filled scheduling slots (booked appointments) in the selected period.
npv_truly_lost,marts_bi_v3.mart_appointments,appointment_date,count_distinct,npv_truly_lost_aid,,,100,NPV Truly Lost,Distinct cancelled New Patient Visits never recovered (no reschedule within 30 days).
membership_completed_visits,marts_bi_v3.mart_appointments,appointment_date,count_distinct,membership_completed_aid,,,100,Membership Completed Visits,Distinct completed appointments where the patient was a Membership-activated membership patient at appointment time.
unique_patients_seen,marts_bi_v3.mart_appointments,appointment_date,count_distinct,patient_id,,,100,Unique Patients Seen,Distinct patients with at least one completed appointment in the selected period.
appointments_cancellation_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,cancelled_aid,appointment_id,100,Cancellation Rate %,All-appointments cohort: cancelled appointments / total appointments x 100. Universal definition across all appointment types — filter via dimensions for visit-type-specific cuts. Parallel definition exists on mart_scheduling_analytics (scheduling_cancellation_rate) for the scheduling-analytics slice.
appointments_no_show_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,noshow_aid,appointment_id,100,No-Show Rate %,All-appointments cohort: no-show appointments / total appointments x 100. Universal definition; filter via dimensions for visit-type-specific cuts.
reschedule_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,rescheduled_aid,appointment_id,100,Reschedule Rate %,All-appointments cohort: rescheduled appointments / total appointments x 100. Universal definition across all appointment types.
true_cancel_rate_resolved,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,truly_cancelled_aid,cancelled_aid,100,True Cancel (Resolved) %,All-cancelled-appointments cohort: truly cancelled (never rescheduled) / all cancelled x 100. Measures cancellation-recovery effectiveness. Excludes recovered cancellations from the numerator.
appointments_slot_fill_rate,marts_bi_v3.mart_appointments,appointment_date,rate_distinct,,filled_slot_aid,appointment_id,100,Slot Fill Rate %,All-appointments cohort: filled slots / total appointment slots x 100. Universal scheduling-utilization measure.
scheduling_total_appointments,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,appointment_id,,,100,Total Appointments,Distinct appointments in the scheduling-analytics slice (capacity-eligible subset of mart_appointments). For the canonical company-wide count use appointments_total_appointments.
scheduling_completed_visits,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,completed_aid,,,100,Completed Visits,Distinct completed appointments within the scheduling-analytics slice (capacity-eligible subset).
scheduling_cancelled_appointments,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,cancelled_aid,,,100,Cancelled Appointments,Distinct cancelled appointments within the scheduling-analytics slice.
scheduling_no_shows,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,noshow_aid,,,100,No-Shows,Distinct no-show appointments within the scheduling-analytics slice.
scheduling_open_slots,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,open_slot_aid,,,100,Open Slots,Distinct open (unfilled) slots within the scheduling-analytics slice.
scheduling_filled_slots,marts_bi_v3.mart_scheduling_analytics,appointment_date,count_distinct,filled_slot_aid,,,100,Filled Slots,Distinct filled (booked) slots within the scheduling-analytics slice.
scheduling_slot_fill_rate,marts_bi_v3.mart_scheduling_analytics,appointment_date,rate_distinct,,filled_slot_aid,appointment_id,100,Slot Fill Rate %,Scheduling-analytics slice: filled slots / total slots x 100. Capacity-eligible subset; for the company-wide measure use appointments_slot_fill_rate.
scheduling_no_show_rate,marts_bi_v3.mart_scheduling_analytics,appointment_date,rate_distinct,,noshow_aid,appointment_id,100,No-Show Rate %,Scheduling-analytics slice: no-shows / total appointments x 100. Capacity-eligible subset; for the company-wide measure use appointments_no_show_rate.
scheduling_cancellation_rate,marts_bi_v3.mart_scheduling_analytics,appointment_date,rate_distinct,,cancelled_aid,appointment_id,100,Cancellation Rate %,Scheduling-analytics slice: cancelled / total appointments x 100. Capacity-eligible subset; for the company-wide measure use appointments_cancellation_rate.
vtco_cancelled_appointments,marts_bi_v3.mart_visit_type_cancellation_outcome,,sum,cancelled_count,,,100,Cancelled Appointments,"Cancelled appointments in the cohort month, grouped by visit-type class. Filter via the visit_type_class dimension for cohort-specific dashboards (NPV vs AWV vs Established, etc.)."
vtco_recovered_appointments,marts_bi_v3.mart_visit_type_cancellation_outcome,,sum,recovered_count,,,100,Recovered Appointments,"Cancelled appointments that were subsequently rescheduled and completed within the recovery window, grouped by visit-type class."
vtco_drift_appointments,marts_bi_v3.mart_visit_type_cancellation_outcome,,sum,drift_count,,,100,Drift Appointments,"Cancelled appointments that were rescheduled to a future date beyond the recovery window (drifted), grouped by visit-type class."
vtco_hard_leakage_appointments,marts_bi_v3.mart_visit_type_cancellation_outcome,,sum,hard_leakage_count,,,100,Hard Leakage Appointments,"Cancelled appointments never recovered (patient did not return), grouped by visit-type class."
vtco_recovered_pct,marts_bi_v3.mart_visit_type_cancellation_outcome,,rate,,recovered_count,cancelled_count,100,Recovered %,Recovered appointments / cancelled appointments x 100 within the cohort month and visit-type class. Universal definition — apply visit_type_class filter for NPV / AWV / Established dashboards.
vtco_drift_pct,marts_bi_v3.mart_visit_type_cancellation_outcome,,rate,,drift_count,cancelled_count,100,Drift %,Drift appointments / cancelled appointments x 100 within the cohort month and visit-type class. Universal definition — apply visit_type_class filter for cohort-specific dashboards.
vtco_hard_leakage_pct,marts_bi_v3.mart_visit_type_cancellation_outcome,,rate,,hard_leakage_count,cancelled_count,100,Hard Leakage %,Hard-leakage (never-recovered) cancellations / cancelled appointments x 100 within the cohort month and visit-type class. Universal definition — apply visit_type_class filter for cohort-specific dashboards.
engagement_cohort_18m_patients,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,engagement_cohort_18m_count,,,100,18-month Cohort Patients,Patients with >=1 completed visit in the trailing 18-month (548-day) window at cohort month-end. NOT the canonical Active Patient definition; engagement-cohort scope only.
cohort_month_active_patient_sum,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,active_patient_count,,,100,Active Patients,"Active patient count in the cohort month — denominator for patient_leakage_pct and no_future_appt_pct. NOTE: name collides with active_patients in mart_attribution_timeline; this row's definition is cohort-month-scoped engagement, not attribution."
leaked_patients_90d,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,leaked_patient_count,,,100,Leaked Patients (90d),Cohort-month patients with no completed or scheduled visit within 90 days of cohort start (engagement leakage).
patient_leakage_pct,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,rate,,leaked_patient_count,active_patient_count,100,Patient Leakage %,Cohort cohort-month leakage rate: leaked patients (90d) / active patients x 100.
no_future_appt_patients,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,no_future_engagement_count,,,100,No Future Appointment Patients,Cohort-month patients with no future appointment scheduled as of cohort evaluation.
no_future_appt_pct,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,rate,,no_future_engagement_count,active_patient_count,100,No Future Appointment %,Cohort-month: patients with no future appointment / active patients x 100.
scheduled_appointments,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,scheduled_appointment_count,,,100,Scheduled Appointments,Scheduled appointments in the cohort month — denominator for appt_truly_cancelled_pct.
leakage_truly_cancelled_appointments,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,sum,truly_cancelled_appointment_count,,,100,Truly Cancelled Appointments,Cohort-month appointments truly cancelled (cancelled without subsequent reschedule). Numerator for appt_truly_cancelled_pct.
appt_truly_cancelled_pct,marts_bi_v3.mart_monthly_leakage_cohort,cohort_month_start,rate,,truly_cancelled_appointment_count,scheduled_appointment_count,100,Appt Truly Cancelled %,Cohort-month rate: truly cancelled appointments / scheduled appointments x 100. A truly cancelled appointment was not subsequently rescheduled.
imaging_total_capacity,marts_bi_v3.mart_imaging,event_date,count_distinct,slot_aid,,,100,Total Capacity (Slots),"Distinct imaging appointment slots (Mammogram, DEXA, Body Comp) at Healthcare Org onsite clinics. 504 Mammo & DEXA combined slots count once in the total."
imaging_open_slots,marts_bi_v3.mart_imaging,event_date,count_distinct,open_slot_aid,,,100,Open Slots,Distinct imaging slots that are open (no patient booked).
imaging_filled_slots,marts_bi_v3.mart_imaging,event_date,count_distinct,filled_slot_aid,,,100,Filled Slots,Distinct imaging slots that are booked and not cancelled.
imaging_completed_slots,marts_bi_v3.mart_imaging,event_date,count_distinct,completed_slot_aid,,,100,Completed Slots,Distinct imaging slots where the appointment was completed (status Checked In / Checked Out / Charge Entered).
imaging_cancelled_slots,marts_bi_v3.mart_imaging,event_date,count_distinct,cancelled_slot_aid,,,100,Cancelled Slots,Distinct imaging slots whose appointment was cancelled.
imaging_utilization_pct,marts_bi_v3.mart_imaging,event_date,rate_distinct,,filled_slot_aid,slot_aid,100,Utilization %,Filled imaging slots as a percentage of total imaging slots. Numerator: filled_slot_aid. Denominator: slot_aid.
imaging_completion_pct,marts_bi_v3.mart_imaging,event_date,rate_distinct,,completed_slot_aid,slot_aid,100,Completion %,Completed imaging slots as a percentage of total imaging slots. Numerator: completed_slot_aid. Denominator: slot_aid.
imaging_total_orders,marts_bi_v3.mart_imaging,event_date,count_distinct,order_did,,,100,Total Imaging Orders,Distinct imaging order documents (CLINICALORDERTYPE matching Mammo / DEXA / Bone Density) placed at Healthcare Org onsite clinics.
imaging_total_results,marts_bi_v3.mart_imaging,event_date,count_distinct,result_did,,,100,Total Imaging Results,Distinct IMAGINGRESULT documents (CLINICALORDERTYPE matching Mammo / DEXA / Bone Density) received at Healthcare Org onsite clinics.
imaging_order_to_result_rate,marts_bi_v3.mart_imaging,event_date,rate_distinct,,result_did,order_did,100,Order → Result %,Ratio of distinct imaging results to distinct imaging orders in the selected window. NB: orders and results are matched by window not by parent linkage; use as a leading indicator of throughput.
imaging_sendout_results,marts_bi_v3.mart_imaging,event_date,count_distinct,sendout_result_did,,,100,Send-out Results,Distinct imaging results performed at an outside radiology center (sent out rather than done in-house). Leakage volume.
imaging_inhouse_results,marts_bi_v3.mart_imaging,event_date,count_distinct,inhouse_result_did,,,100,In-house Results,Distinct imaging results performed at a Healthcare Org onsite facility.
imaging_sendout_rate,marts_bi_v3.mart_imaging,event_date,rate_distinct,,sendout_result_did,result_did,100,Send-out Rate %,Share of imaging results that were performed at an outside facility rather than in-house. Numerator: sendout_result_did. Denominator: result_did.
heartwise_eligible_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,heartwise_eligible_pid,,,100,Heartwise Eligible (Clinical),"Cohort: active MDM patients. Count of distinct patient_id with at least one ICD10 hypertension (I1*) AND (diabetes (E1*) OR CKD (N18*)) on any clinical encounter, regardless of athena tag. Snapshot at as_of_date."
heartwise_enrolled_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,heartwise_enrolled_pid,,,100,Heartwise Enrolled (athena),Cohort: active MDM patients. Count of distinct patient_id whose athena 'Heartwise for Her' custom demographic value = 'Heartwise patient' (actually enrolled in the program). Snapshot at as_of_date.
heartwise_candidate_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,heartwise_candidate_pid,,,100,Heartwise Candidates (athena),"Cohort: active MDM patients. Count of distinct patient_id whose athena 'Heartwise for Her' custom demographic value = 'Heartwise candidate' (clinic-tagged for outreach, not yet enrolled). Snapshot at as_of_date."
heartwise_declined_patients,marts_bi_v3.mart_heartwise_zio_patch,as_of_date,count_distinct,heartwise_declined_pid,,,100,Heartwise Declined (athena),Cohort: active MDM patients. Count of distinct patient_id whose athena 'Heartwise for Her' custom demographic value = 'Declined' (offered and refused). Snapshot at as_of_date.
